Camera.trap.days	species	sd
1665	1665	30.56	0.656282767339712
1666	1666	30.56	0.656282767339712
1667	1667	30.57	0.639681107421439
1668	1668	30.57	0.639681107421439
1669	1669	30.58	0.638495706858525
1670	1670	30.58	0.638495706858525
1671	1671	30.58	0.638495706858525
1672	1672	30.58	0.638495706858525
1673	1673	30.58	0.638495706858525
1674	1674	30.59	0.637149586800145
1675	1675	30.59	0.637149586800145
1676	1676	30.59	0.637149586800145
1677	1677	30.59	0.637149586800145
1678	1678	30.59	0.637149586800145
1679	1679	30.59	0.637149586800145
1680	1680	30.59	0.637149586800145
1681	1681	30.6	0.635641726163728
1682	1682	30.6	0.635641726163728
1683	1683	30.6	0.635641726163728
1684	1684	30.6	0.635641726163728
1685	1685	30.6	0.635641726163728
1686	1686	30.62	0.615949624071596
1687	1687	30.62	0.615949624071596
1688	1688	30.62	0.615949624071596
1689	1689	30.62	0.615949624071596
1690	1690	30.62	0.615949624071596
1691	1691	30.62	0.615949624071596
1692	1692	30.62	0.615949624071596
1693	1693	30.62	0.615949624071596
1694	1694	30.62	0.615949624071596
1695	1695	30.62	0.615949624071596
1696	1696	30.62	0.615949624071596
1697	1697	30.63	0.61389631605727
1698	1698	30.63	0.61389631605727
1699	1699	30.64	0.594928057784631
1700	1700	30.64	0.594928057784631
1701	1701	30.64	0.594928057784631
1702	1702	30.64	0.594928057784631
1703	1703	30.66	0.589812502307969
1704	1704	30.66	0.589812502307969
1705	1705	30.68	0.583960701597377
1706	1706	30.68	0.583960701597377
1707	1707	30.69	0.580751863770344
1708	1708	30.69	0.580751863770344
1709	1709	30.69	0.580751863770344
1710	1710	30.69	0.580751863770344
1711	1711	30.69	0.580751863770344
1712	1712	30.69	0.580751863770344
1713	1713	30.7	0.577350269189626
1714	1714	30.7	0.577350269189626
1715	1715	30.7	0.577350269189626
1716	1716	30.7	0.577350269189626
1717	1717	30.7	0.577350269189626
1718	1718	30.7	0.577350269189626
1719	1719	30.7	0.577350269189626
1720	1720	30.7	0.577350269189626
1721	1721	30.7	0.577350269189626
1722	1722	30.7	0.577350269189626
1723	1723	30.7	0.577350269189626
1724	1724	30.7	0.577350269189626
1725	1725	30.71	0.573752489486468
1726	1726	30.71	0.573752489486468
1727	1727	30.71	0.573752489486468
1728	1728	30.71	0.573752489486468
1729	1729	30.71	0.573752489486468
1730	1730	30.71	0.573752489486468
1731	1731	30.71	0.573752489486468
1732	1732	30.71	0.573752489486468
1733	1733	30.71	0.573752489486468
1734	1734	30.71	0.573752489486468
1735	1735	30.71	0.573752489486468
1736	1736	30.71	0.573752489486468
1737	1737	30.71	0.573752489486468
1738	1738	30.71	0.573752489486468
1739	1739	30.71	0.573752489486468
1740	1740	30.71	0.573752489486468
1741	1741	30.71	0.573752489486468
1742	1742	30.71	0.573752489486468
1743	1743	30.71	0.573752489486468
1744	1744	30.71	0.573752489486468
1745	1745	30.71	0.573752489486468
1746	1746	30.71	0.573752489486468
1747	1747	30.71	0.573752489486468
1748	1748	30.71	0.573752489486468
1749	1749	30.71	0.573752489486468
1750	1750	30.71	0.573752489486468
1751	1751	30.71	0.573752489486468
1752	1752	30.72	0.569954809479213
1753	1753	30.72	0.569954809479213
1754	1754	30.72	0.569954809479213
1755	1755	30.72	0.569954809479213
1756	1756	30.72	0.569954809479213
1757	1757	30.73	0.547814758929522
1758	1758	30.73	0.547814758929522
1759	1759	30.73	0.547814758929522
1760	1760	30.73	0.547814758929522
1761	1761	30.73	0.547814758929522
1762	1762	30.73	0.547814758929522
1763	1763	30.73	0.547814758929522
1764	1764	30.73	0.547814758929522
1765	1765	30.74	0.543464382782843
1766	1766	30.74	0.543464382782843
1767	1767	30.74	0.543464382782843
1768	1768	30.75	0.538891492235719
1769	1769	30.75	0.538891492235719
1770	1770	30.76	0.534090371802868
1771	1771	30.76	0.534090371802868
1772	1772	30.76	0.534090371802868
1773	1773	30.76	0.534090371802868
1774	1774	30.76	0.534090371802868
1775	1775	30.76	0.534090371802868
1776	1776	30.76	0.534090371802868
1777	1777	30.76	0.534090371802868
1778	1778	30.78	0.483672817035849
1779	1779	30.78	0.483672817035849
1780	1780	30.78	0.483672817035849
1781	1781	30.78	0.483672817035849
1782	1782	30.78	0.483672817035849
1783	1783	30.78	0.483672817035849
1784	1784	30.79	0.456048021572069
1785	1785	30.79	0.456048021572069
1786	1786	30.8	0.449466574975494
1787	1787	30.8	0.449466574975494
1788	1788	30.8	0.449466574975494
1789	1789	30.81	0.44255913261234
1790	1790	30.81	0.44255913261234
1791	1791	30.81	0.44255913261234
1792	1792	30.81	0.44255913261234
1793	1793	30.81	0.44255913261234
1794	1794	30.81	0.44255913261234
1795	1795	30.81	0.44255913261234
1796	1796	30.82	0.435310176190437
1797	1797	30.82	0.435310176190437
1798	1798	30.82	0.435310176190437
1799	1799	30.82	0.435310176190437
1800	1800	30.82	0.435310176190437
1801	1801	30.82	0.435310176190437
1802	1802	30.82	0.435310176190437
1803	1803	30.83	0.427702341505506
1804	1804	30.83	0.427702341505506
1805	1805	30.83	0.427702341505506
1806	1806	30.83	0.427702341505506
1807	1807	30.83	0.427702341505506
1808	1808	30.83	0.427702341505506
1809	1809	30.84	0.41971611377408
1810	1810	30.84	0.41971611377408
1811	1811	30.84	0.41971611377408
1812	1812	30.84	0.41971611377408
1813	1813	30.84	0.41971611377408
1814	1814	30.84	0.41971611377408
1815	1815	30.86	0.402517331328978
1816	1816	30.87	0.366666666666667
1817	1817	30.87	0.366666666666667
1818	1818	30.87	0.366666666666667
1819	1819	30.88	0.356186309210063
1820	1820	30.89	0.34509550720186
1821	1821	30.89	0.34509550720186
1822	1822	30.89	0.34509550720186
1823	1823	30.89	0.34509550720186
1824	1824	30.9	0.333333333333333
1825	1825	30.9	0.333333333333333
1826	1826	30.9	0.333333333333333
1827	1827	30.9	0.333333333333333
1828	1828	30.9	0.333333333333333
1829	1829	30.9	0.333333333333333
1830	1830	30.9	0.333333333333333
1831	1831	30.91	0.320825954263823
1832	1832	30.91	0.320825954263823
1833	1833	30.93	0.293188669562103
1834	1834	30.93	0.293188669562103
1835	1835	30.94	0.277797979063415
1836	1836	30.94	0.277797979063415
1837	1837	30.94	0.277797979063415
1838	1838	30.94	0.277797979063415
1839	1839	30.94	0.277797979063415
1840	1840	30.94	0.277797979063415
1841	1841	30.94	0.277797979063415
1842	1842	30.94	0.277797979063415
1843	1843	30.94	0.277797979063415
1844	1844	30.94	0.277797979063415
1845	1845	30.95	0.21904291355759
1846	1846	30.95	0.21904291355759
1847	1847	30.95	0.21904291355759
1848	1848	30.95	0.21904291355759
1849	1849	30.96	0.196946385566932
1850	1850	30.96	0.196946385566932
1851	1851	30.98	0.14070529413629
1852	1852	30.99	0.0999999999999998
1853	1853	30.99	0.0999999999999998
1854	1854	30.99	0.0999999999999998
1855	1855	30.99	0.0999999999999998
1856	1856	30.99	0.0999999999999998
1857	1857	30.99	0.0999999999999998
1858	1858	30.99	0.0999999999999998
1859	1859	30.99	0.0999999999999998
1860	1860	30.99	0.0999999999999998
1861	1861	30.99	0.0999999999999998
1862	1862	30.99	0.0999999999999998
1863	1863	30.99	0.0999999999999998
1864	1864	30.99	0.0999999999999998
1865	1865	30.99	0.0999999999999998
1866	1866	30.99	0.0999999999999998
1867	1867	30.99	0.0999999999999998
1868	1868	30.99	0.0999999999999998
1869	1869	30.99	0.0999999999999998
1870	1870	30.99	0.0999999999999998
1871	1871	31	0
1872	1872	31	0
1873	1873	31	0
1874	1874	31	0
1875	1875	31	0
1876	1876	31	0
