File,RelativePath,Folder,DateTime,ImageQuality,Flag,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Outreach,Note
04290507.JPG,,SC6_21MarTo1May, 2021-04-29 12:02:50,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04290508.JPG,,SC6_21MarTo1May, 2021-04-29 12:46:10,Ok,FALSE,FALSE,FALSE,Xerospermophilus tereticaudus,1,,0,FALSE,FALSE,FALSE,FALSE,
04290509.JPG,,SC6_21MarTo1May, 2021-04-29 13:33:21,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04290510.JPG,,SC6_21MarTo1May, 2021-04-29 13:37:36,Ok,FALSE,FALSE,FALSE,Homo sapien,1,,0,FALSE,FALSE,FALSE,FALSE,
04290511.JPG,,SC6_21MarTo1May, 2021-04-29 14:52:56,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04290512.JPG,,SC6_21MarTo1May, 2021-04-29 14:54:43,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04290513.JPG,,SC6_21MarTo1May, 2021-04-29 15:00:28,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04290514.JPG,,SC6_21MarTo1May, 2021-04-29 15:01:34,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04290515.JPG,,SC6_21MarTo1May, 2021-04-29 15:46:58,Ok,FALSE,FALSE,FALSE,Sylvilagus audubonii,1,,0,FALSE,FALSE,FALSE,FALSE,
04290516.JPG,,SC6_21MarTo1May, 2021-04-29 16:02:31,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04300517.JPG,,SC6_21MarTo1May, 2021-04-30 07:05:43,Ok,FALSE,FALSE,FALSE,Zenaida asiatica,1,,0,FALSE,FALSE,FALSE,FALSE,
04300518.JPG,,SC6_21MarTo1May, 2021-04-30 07:20:55,Ok,FALSE,FALSE,FALSE,Zenaida asiatica,1,,0,FALSE,FALSE,FALSE,FALSE,
04300519.JPG,,SC6_21MarTo1May, 2021-04-30 07:21:46,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04300520.JPG,,SC6_21MarTo1May, 2021-04-30 08:30:29,Ok,FALSE,FALSE,FALSE,Zenaida asiatica,1,,0,FALSE,FALSE,FALSE,FALSE,
04300521.JPG,,SC6_21MarTo1May, 2021-04-30 10:43:06,Ok,FALSE,FALSE,FALSE,Otospermophilus variegatus,1,,0,FALSE,FALSE,FALSE,FALSE,
04300522.JPG,,SC6_21MarTo1May, 2021-04-30 10:43:52,Ok,FALSE,FALSE,FALSE,Otospermophilus variegatus,1,,0,FALSE,FALSE,FALSE,FALSE,
04300523.JPG,,SC6_21MarTo1May, 2021-04-30 10:45:12,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04300524.JPG,,SC6_21MarTo1May, 2021-04-30 11:29:28,Ok,FALSE,FALSE,FALSE,Otospermophilus variegatus,1,,0,FALSE,FALSE,FALSE,FALSE,
04300525.JPG,,SC6_21MarTo1May, 2021-04-30 12:29:02,Ok,FALSE,FALSE,FALSE,Otospermophilus variegatus,1,,0,FALSE,FALSE,FALSE,FALSE,
04300526.JPG,,SC6_21MarTo1May, 2021-04-30 12:35:33,Ok,FALSE,FALSE,FALSE,Otospermophilus variegatus,1,,0,FALSE,FALSE,FALSE,FALSE,
