File,RelativePath,Folder,DateTime,ImageQuality,Flag,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Outreach,Note
07100854.JPG,,SC7_13JunTo11Jul, 2021-07-10 11:16:49,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100855.JPG,,SC7_13JunTo11Jul, 2021-07-10 11:49:30,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100856.JPG,,SC7_13JunTo11Jul, 2021-07-10 12:09:21,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100857.JPG,,SC7_13JunTo11Jul, 2021-07-10 12:18:33,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100858.JPG,,SC7_13JunTo11Jul, 2021-07-10 12:39:11,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100859.JPG,,SC7_13JunTo11Jul, 2021-07-10 12:51:40,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100860.JPG,,SC7_13JunTo11Jul, 2021-07-10 13:04:08,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100861.JPG,,SC7_13JunTo11Jul, 2021-07-10 13:05:19,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100862.JPG,,SC7_13JunTo11Jul, 2021-07-10 13:06:51,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100863.JPG,,SC7_13JunTo11Jul, 2021-07-10 13:11:29,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100864.JPG,,SC7_13JunTo11Jul, 2021-07-10 13:18:19,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100865.JPG,,SC7_13JunTo11Jul, 2021-07-10 13:25:29,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100866.JPG,,SC7_13JunTo11Jul, 2021-07-10 13:48:46,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100867.JPG,,SC7_13JunTo11Jul, 2021-07-10 13:52:36,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100868.JPG,,SC7_13JunTo11Jul, 2021-07-10 14:27:49,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100869.JPG,,SC7_13JunTo11Jul, 2021-07-10 14:33:21,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100870.JPG,,SC7_13JunTo11Jul, 2021-07-10 14:52:10,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100871.JPG,,SC7_13JunTo11Jul, 2021-07-10 14:58:22,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100872.JPG,,SC7_13JunTo11Jul, 2021-07-10 15:34:24,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100873.JPG,,SC7_13JunTo11Jul, 2021-07-10 15:52:46,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100874.JPG,,SC7_13JunTo11Jul, 2021-07-10 17:19:48,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07110875.JPG,,SC7_13JunTo11Jul, 2021-07-11 10:14:50,Ok,FALSE,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07110876.JPG,,SC7_13JunTo11Jul, 2021-07-11 10:15:55,Ok,FALSE,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07110877.JPG,,SC7_13JunTo11Jul, 2021-07-11 10:16:57,Ok,FALSE,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07110878.JPG,,SC7_13JunTo11Jul, 2021-07-11 10:17:59,Ok,FALSE,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,
